,predict,probability,true
55,1.0,0.9693611137260129,1.0
56,1.0,0.97184422042301,1.0
57,1.0,0.9887871479751862,1.0
58,1.0,0.9984592282819156,1.0
59,1.0,0.9984421290849737,1.0
60,0.0,0.0056330235138433785,0.0
61,0.0,0.0013385115571676932,0.0
62,0.0,0.020786857962069142,0.0
63,1.0,0.9925982896041695,1.0
64,1.0,0.9896242471244056,1.0
65,0.0,0.0028703386206390792,0.0
66,0.0,0.0026731738256638494,0.0
67,0.0,0.004577307608026527,0.0
68,0.0,0.0036637991949123303,0.0
69,0.0,0.0043908266421208465,0.0
70,0.0,0.018929072586621326,0.0
71,1.0,0.9642153340715384,1.0
72,0.0,0.0031089485759768862,0.0
73,0.0,0.006497971334907476,0.0
74,0.0,0.005721109050014467,0.0
75,0.0,0.012609879911890142,0.0
76,0.0,0.001369706611692701,0.0
77,1.0,0.991073034603052,1.0
78,1.0,0.9924913862923531,1.0
79,1.0,0.9936739175526983,1.0
80,0.0,0.0014051379153438418,0.0
81,1.0,0.9965175637539496,1.0
82,1.0,0.9935806084665338,1.0
83,0.0,0.004200481005909823,0.0
84,1.0,0.9948833647077603,1.0
85,0.0,0.0019120272852885614,0.0
86,1.0,0.9568590615942844,1.0
87,1.0,0.9983217159014007,1.0
88,1.0,0.9716175210969251,1.0
89,0.0,0.017272010497330133,0.0
90,0.0,0.006308765535453428,0.0
91,1.0,0.9972089251526229,1.0
92,0.0,0.0019381575606003698,0.0
93,1.0,0.9974649267679515,1.0
94,1.0,0.9980283356676813,1.0
95,1.0,0.9905021691260195,1.0
96,0.0,0.002667449529216537,0.0
97,1.0,0.9644626723593398,1.0
98,1.0,0.8004893835915649,1.0
99,1.0,0.9900447443423224,1.0
100,0.0,0.006172205082091413,0.0
101,1.0,0.9919254289895771,1.0
102,1.0,0.9986202817407736,1.0
103,0.0,0.0017385708663084389,0.0
104,0.0,0.039646673527592526,0.0
105,0.0,0.011288008394560617,0.0
106,0.0,0.32642653341985545,1.0
107,0.0,0.0028588115089203444,0.0
108,1.0,0.9965977078668417,1.0
109,1.0,0.683450033431,1.0
110,0.0,0.020187111938316866,0.0
111,1.0,0.9937411602077243,1.0
112,0.0,0.00454472901436811,0.0
113,0.0,0.0012285405592908835,0.0
114,0.0,0.0019550702781648403,0.0
115,1.0,0.9936969896640235,1.0
116,1.0,0.996669766900308,1.0
117,1.0,0.9885401341462169,1.0
118,0.0,0.0018835494695282726,0.0
119,1.0,0.9962417723917556,1.0
120,1.0,0.9909777406427617,1.0
121,1.0,0.9976040015590445,1.0
122,0.0,0.1630465188486955,0.0
123,0.0,0.003342630288529326,0.0
124,1.0,0.9958839016688225,1.0
125,1.0,0.7017498441042432,0.0
126,1.0,0.9774180271073232,1.0
127,0.0,0.0016699980357844499,0.0
128,0.0,0.0016330982013849085,0.0
129,0.0,0.008463659440894115,0.0
130,1.0,0.9981521280148906,1.0
131,1.0,0.9909194619298154,1.0
132,0.0,0.005057454308418034,0.0
133,0.0,0.003233236657345422,0.0
134,0.0,0.0015485434176414573,0.0
135,0.0,0.005546366034782936,0.0
136,0.0,0.0025227412813163233,0.0
137,0.0,0.0019695868144733518,0.0
138,0.0,0.004328345318808912,0.0
139,1.0,0.9868238199692889,1.0
140,1.0,0.9939320749756456,1.0
141,1.0,0.9541006287119869,1.0
142,0.0,0.0019162916772125108,0.0
143,1.0,0.996815640415843,1.0
144,0.0,0.021636456479576318,0.0
145,0.0,0.008735472485212814,0.0
146,1.0,0.9963198443770822,1.0
147,0.0,0.042479178553344966,0.0
148,0.0,0.0013301045215232535,0.0
149,0.0,0.0017048051592874714,0.0
150,0.0,0.004610700903866883,0.0
151,1.0,0.9637322423379262,1.0
152,0.0,0.004402291043891133,0.0
153,1.0,0.971606992470764,1.0
154,1.0,0.9974790734264648,1.0
155,1.0,0.9973363185279726,1.0
156,0.0,0.004469101014778782,0.0
157,1.0,0.9897079347078429,1.0
158,0.0,0.05406377613609959,0.0
159,1.0,0.9973658614651766,1.0
160,0.0,0.4104026750761417,0.0
161,1.0,0.9915958015399373,1.0
162,1.0,0.9765192859408827,1.0
163,1.0,0.9963802375610131,1.0
164,1.0,0.9851229831762107,1.0
165,0.0,0.0024603647886795024,0.0
166,0.0,0.0028363718476646033,0.0
167,1.0,0.9959059515182735,1.0
168,0.0,0.0020870608867246984,0.0
169,0.0,0.004003033157161832,0.0
170,1.0,0.9983407527215099,1.0
171,0.0,0.003737875848492374,0.0
172,1.0,0.5638265964505563,0.0
173,1.0,0.996440716279155,1.0
174,1.0,0.9840324873547078,1.0
175,1.0,0.9969806262070743,1.0
176,1.0,0.8571745109595351,1.0
177,1.0,0.998071139545458,1.0
178,1.0,0.9871059836030522,1.0
179,0.0,0.0034982124460838505,0.0
180,1.0,0.9947548121756188,1.0
181,0.0,0.0016030903191190562,0.0
182,0.0,0.0046227645086609715,0.0
183,1.0,0.9362094747635676,1.0
184,0.0,0.0025608834144024324,0.0
185,0.0,0.0027538233223115185,0.0
186,0.0,0.001120817638866007,0.0
187,0.0,0.002699685800683995,0.0
188,0.0,0.0586078150033145,0.0
189,1.0,0.9780017627742462,1.0
190,1.0,0.9932498211141656,1.0
191,0.0,0.008127702579712154,0.0
192,1.0,0.9392800320908187,1.0
193,0.0,0.3330625261663688,0.0
194,0.0,0.002917111284289142,0.0
195,0.0,0.026491147075974573,0.0
196,1.0,0.9972053476409598,1.0
197,0.0,0.33716228155831557,0.0
198,0.0,0.003064538299781762,0.0
199,1.0,0.9893300120458116,1.0
200,1.0,0.9930110111328703,1.0
201,0.0,0.02162544981373253,0.0
202,0.0,0.30308813832320963,0.0
203,0.0,0.0019695868144733518,0.0
204,1.0,0.9897982791546268,1.0
205,1.0,0.979884203785706,1.0
206,1.0,0.9949698116100723,1.0
207,1.0,0.9983416424656062,1.0
208,0.0,0.0047108703012569714,0.0
209,0.0,0.011520868467335263,0.0
210,1.0,0.9918794831529177,1.0
211,1.0,0.905152466494344,1.0
212,1.0,0.9964265022199884,1.0
213,0.0,0.0015024275850433002,0.0
214,1.0,0.9969689918546747,1.0
215,1.0,0.9898771659390687,1.0
216,1.0,0.964694441221246,1.0
217,1.0,0.7152992519148443,1.0
218,1.0,0.9949215247847044,1.0
219,0.0,0.0012781056014422292,0.0
220,1.0,0.9900031015718401,1.0
221,1.0,0.8664642516157102,1.0
222,1.0,0.9982527877143214,1.0
223,0.0,0.055611530878298586,0.0
224,0.0,0.006738989373012085,0.0
225,1.0,0.8259812620041431,1.0
226,0.0,0.0030046492647094027,0.0
227,1.0,0.9673930382333596,1.0
228,0.0,0.002409240672515383,0.0
229,0.0,0.0029675733945811007,0.0
230,1.0,0.6118386052929133,0.0
231,0.0,0.013933212046655638,0.0
232,0.0,0.005163487106356623,0.0
233,1.0,0.9947977953068767,1.0
234,0.0,0.0016210576743636684,0.0
235,0.0,0.37662933329183373,0.0
236,1.0,0.7153596057968769,1.0
237,0.0,0.003909127835070248,0.0
238,1.0,0.9984098514498059,1.0
239,1.0,0.9734533664366627,1.0
240,0.0,0.001461596112405805,0.0
241,1.0,0.9976135866551966,1.0
242,0.0,0.011035207066324867,0.0
243,0.0,0.0046127691936681025,0.0
244,0.0,0.002134554352530866,0.0
245,1.0,0.948676076458443,1.0
246,1.0,0.9810289698733233,1.0
247,0.0,0.0016036666599909958,0.0
248,1.0,0.9640804594693022,1.0
249,1.0,0.9900285579812466,1.0
250,1.0,0.9697055935020327,1.0
251,1.0,0.5047359330444455,0.0
252,1.0,0.991961582790459,1.0
253,0.0,0.002111166167272089,0.0
254,1.0,0.9845122699016376,1.0
255,1.0,0.8902965702720417,1.0
256,0.0,0.28349195024518087,1.0
257,0.0,0.003299251101895007,0.0
258,1.0,0.996187631330582,1.0
259,0.0,0.4588334769016539,0.0
260,0.0,0.004986959551960682,0.0
261,0.0,0.4343296659292971,1.0
262,1.0,0.9934518410273374,1.0
263,0.0,0.006121110339070325,0.0
264,0.0,0.001264509955204872,0.0
265,0.0,0.011391812391584998,0.0
266,0.0,0.12706449098924416,0.0
267,0.0,0.012041298274912127,0.0
268,1.0,0.9941939523762159,1.0
269,0.0,0.2347390448163753,1.0
270,0.0,0.004365604686583608,0.0
271,1.0,0.8178137078594819,1.0
272,0.0,0.00637970055227995,0.0
273,1.0,0.9953096950633847,1.0
274,0.0,0.056139842528194824,0.0
275,0.0,0.004048469388299675,0.0
276,0.0,0.0013446295714407749,0.0
277,0.0,0.006399105358480473,0.0
278,0.0,0.05326473226327999,0.0
279,1.0,0.9958417470138798,1.0
280,0.0,0.0016022067987234096,0.0
281,1.0,0.9820824096562696,1.0
282,0.0,0.005704638999903687,0.0
283,1.0,0.9902570755522668,1.0
284,0.0,0.004128702167568719,0.0
285,1.0,0.9927090819461619,1.0
286,0.0,0.017091000817014444,0.0
287,0.0,0.0027881628814112164,0.0
288,0.0,0.007231480379513089,0.0
289,1.0,0.9877993670886871,1.0
290,1.0,0.9900923966881919,1.0
291,0.0,0.0028264768891345517,0.0
292,1.0,0.9938662383049685,1.0
293,0.0,0.001628583613216498,0.0
294,1.0,0.9903121515737092,1.0
295,1.0,0.9795441360728961,1.0
296,1.0,0.9920132598724251,1.0
297,0.0,0.003957486302238691,0.0
298,0.0,0.0017199812228829844,0.0
299,1.0,0.9924486831585618,1.0
300,1.0,0.9979316688508815,1.0
301,0.0,0.003821386515617632,0.0
302,0.0,0.002440144036288044,0.0
303,0.0,0.005536354075778215,0.0
304,1.0,0.9957873075143605,1.0
305,0.0,0.2675903865807997,0.0
306,1.0,0.9897778319092398,1.0
307,1.0,0.9920862731235384,1.0
308,0.0,0.015823150725481704,1.0
309,0.0,0.0017385708663084389,0.0
310,1.0,0.9968939046377678,1.0
311,1.0,0.9978050612957634,1.0
312,1.0,0.9931226199172988,1.0
313,1.0,0.9960665353214099,1.0
314,1.0,0.9984313081166936,1.0
315,1.0,0.9975067064891808,1.0
316,0.0,0.0016030903191190562,0.0
317,0.0,0.002869960919257058,0.0
318,0.0,0.0023938537937217776,0.0
319,0.0,0.02914797504874222,0.0
320,0.0,0.007594529466256205,0.0
321,0.0,0.0023465991291814065,0.0
322,1.0,0.9785369462952455,1.0
323,0.0,0.021016539417839163,0.0
324,1.0,0.985817457763979,1.0
325,1.0,0.9941966882338169,1.0
326,1.0,0.6605334542490149,0.0
327,0.0,0.0882319085335288,0.0
328,1.0,0.9919023343034221,1.0
329,0.0,0.0028363718476646033,0.0
330,1.0,0.9742214480824092,1.0
331,1.0,0.9938866051998841,1.0
332,1.0,0.9837950178853282,1.0
333,0.0,0.022694187207883878,0.0
334,0.0,0.020765157579326992,0.0
335,1.0,0.997410367733147,1.0
336,1.0,0.7708782277575642,1.0
337,0.0,0.0011249781057540685,0.0
338,0.0,0.0016887140209374627,0.0
339,1.0,0.9800487343635822,1.0
340,0.0,0.001160701688502296,0.0
341,1.0,0.9926562865947229,1.0
342,0.0,0.0017385708663084389,0.0
343,1.0,0.9714456643336682,1.0
344,0.0,0.002540690249573979,0.0
345,0.0,0.07865179349114168,0.0
346,1.0,0.9692842373383459,1.0
347,0.0,0.006322178801872039,0.0
348,0.0,0.002261765187892739,0.0
349,1.0,0.9925825210730871,1.0
350,0.0,0.006642061901569174,0.0
351,1.0,0.9851753321069225,1.0
352,1.0,0.5021650548019444,1.0
353,1.0,0.9863441897014833,1.0
354,0.0,0.002735979525265869,0.0
355,1.0,0.987131142988111,1.0
356,0.0,0.007508937996910245,0.0
357,0.0,0.004591516289941405,0.0
358,1.0,0.9919116092724024,1.0
359,1.0,0.9975843313664446,1.0
360,0.0,0.003078287388334545,0.0
361,1.0,0.9905314776502916,1.0
362,0.0,0.003053060206682984,0.0
363,1.0,0.7965577802643735,1.0
364,0.0,0.018401046352917578,0.0
365,0.0,0.002627772841270753,0.0
366,0.0,0.009573916425750683,0.0
367,0.0,0.003932152502243446,0.0
368,0.0,0.0030719596518020845,0.0
369,0.0,0.014233449405769647,0.0
370,1.0,0.9960881477061039,1.0
371,0.0,0.20299610321153444,0.0
372,1.0,0.9854287295319669,1.0
373,1.0,0.6526369384929633,0.0
374,1.0,0.9862699604102166,1.0
375,1.0,0.9978631093896049,1.0
376,0.0,0.006971520036796722,0.0
377,0.0,0.18577190073900463,0.0
378,0.0,0.001460504531113215,0.0
379,1.0,0.921701165952094,1.0
380,0.0,0.00653630543332019,0.0
381,0.0,0.010476655232588108,0.0
382,0.0,0.007750445757775351,0.0
383,0.0,0.006982201176042281,0.0
384,0.0,0.0013018733100690384,0.0
385,1.0,0.909251284242448,1.0
386,1.0,0.9911902411996795,1.0
387,1.0,0.9774995615698819,1.0
388,1.0,0.5686418754531135,1.0
389,1.0,0.9886662629854964,1.0
390,1.0,0.9910701896267882,1.0
391,0.0,0.02385910176915271,0.0
392,0.0,0.002648246872064484,0.0
393,1.0,0.9955610078788718,1.0
394,0.0,0.003979601548991873,0.0
395,0.0,0.05090758037963983,0.0
396,1.0,0.9947490029809417,1.0
397,1.0,0.9914483005046221,1.0
398,1.0,0.9948655937958848,1.0
399,1.0,0.9941840396712762,1.0
400,0.0,0.006402056797437861,0.0
401,1.0,0.9967771855998733,1.0
402,1.0,0.9347968327216724,1.0
403,0.0,0.00925924737402786,0.0
404,0.0,0.005068496258106681,0.0
405,1.0,0.9367321197060897,1.0
406,1.0,0.9910723536601408,1.0
407,1.0,0.9911122912479784,1.0
408,0.0,0.00438081471339455,0.0
409,1.0,0.9778779376437765,1.0
410,1.0,0.991808319473124,1.0
411,0.0,0.052353403056894184,0.0
412,1.0,0.9951388547899306,1.0
413,1.0,0.9917272250724742,1.0
414,1.0,0.9656888605202262,1.0
415,1.0,0.997403171531305,1.0
416,1.0,0.9942341070077845,1.0
417,1.0,0.9820344732534795,1.0
418,1.0,0.9859652362580597,1.0
419,0.0,0.0036778923628253747,0.0
420,1.0,0.6622259526590196,1.0
421,0.0,0.011236827226043196,0.0
422,0.0,0.0018789403291380898,0.0
423,1.0,0.9741338272929833,1.0
424,0.0,0.005718204516116907,0.0
425,1.0,0.966639898486353,0.0
426,1.0,0.9885522367472211,1.0
427,0.0,0.0023223424561793888,0.0
428,1.0,0.9923600873913402,1.0
429,1.0,0.997115054009606,1.0
430,1.0,0.9945161882214666,1.0
431,1.0,0.799683128830491,1.0
432,0.0,0.001953371902753344,0.0
433,0.0,0.1360722949046144,0.0
434,0.0,0.009399824058609257,0.0
435,1.0,0.566377716621267,1.0
436,0.0,0.08069515426702492,0.0
437,1.0,0.9860868368574995,1.0
438,0.0,0.23369770205078258,1.0
439,1.0,0.9916451154642331,1.0
440,1.0,0.994021978826792,1.0
441,0.0,0.0020574796679470224,0.0
442,0.0,0.02210007748210902,0.0
443,1.0,0.9242431488897109,1.0
444,1.0,0.9968457025671803,1.0
445,1.0,0.9972021109850971,1.0
446,0.0,0.01168228731952084,0.0
447,0.0,0.21543208919472562,1.0
448,1.0,0.9979864418450676,1.0
449,1.0,0.9778200813042561,1.0
450,1.0,0.9958662558149318,1.0
451,1.0,0.9980698778432363,1.0
452,0.0,0.018796871187099443,0.0
453,1.0,0.9833699193921946,1.0
454,1.0,0.9920121770996236,1.0
455,0.0,0.0055833467153662535,0.0
456,1.0,0.9953783412258503,1.0
457,0.0,0.0025489927789123395,0.0
458,1.0,0.9928252117238333,1.0
459,0.0,0.007647660206774492,0.0
460,0.0,0.003095027729649429,0.0
461,0.0,0.002391491499835703,0.0
462,1.0,0.9964604611487039,1.0
463,0.0,0.003881847672060559,0.0
464,1.0,0.9934967259316618,1.0
465,1.0,0.966234586924775,1.0
466,0.0,0.49437131258890715,0.0
467,1.0,0.9416310433194508,1.0
468,1.0,0.9976489114330209,1.0
469,0.0,0.0017385708663084389,0.0
470,1.0,0.9936425794113238,1.0
471,0.0,0.014585949524746483,0.0
472,1.0,0.9879517366441648,1.0
473,0.0,0.1548568040099472,0.0
474,0.0,0.039691213677038664,0.0
475,1.0,0.5875313369161914,1.0
476,0.0,0.007697332079821283,0.0
477,1.0,0.9976868907399741,1.0
478,0.0,0.004733390610142803,0.0
479,0.0,0.002696391248629113,0.0
480,1.0,0.9840810951523702,1.0
481,0.0,0.00724673941643932,0.0
482,1.0,0.9925975504526051,1.0
483,0.0,0.002111429020044817,0.0
484,1.0,0.9937956293028644,1.0
485,1.0,0.9536810679198426,1.0
486,1.0,0.9977348676144638,1.0
487,0.0,0.06543007465592711,0.0
488,0.0,0.005313498199857077,0.0
489,1.0,0.876547580224089,0.0
490,0.0,0.002243113752851909,0.0
491,0.0,0.0077776370578285705,0.0
492,1.0,0.994485089027799,1.0
493,0.0,0.004392808241782567,0.0
494,0.0,0.006537480138761763,0.0
495,0.0,0.3324288902898521,0.0
496,0.0,0.36982241507926067,0.0
497,1.0,0.994742471046637,1.0
498,0.0,0.00644841431763882,0.0
499,0.0,0.4210312170302978,1.0
500,0.0,0.01238811784002923,0.0
501,1.0,0.9954553358803572,1.0
502,0.0,0.0036373251507017903,0.0
503,0.0,0.0061472809929509,0.0
504,1.0,0.994390502090229,1.0
505,0.0,0.48275224564176034,1.0
506,1.0,0.9972946882616979,1.0
507,0.0,0.022559106947866996,0.0
508,0.0,0.0014903902447152752,0.0
509,0.0,0.0015024275850433002,0.0
510,0.0,0.16111259339867495,0.0
511,0.0,0.004582954982909972,0.0
512,1.0,0.9959770562406427,1.0
513,0.0,0.003132461455588946,0.0
514,1.0,0.8073102921872614,0.0
515,1.0,0.979564359704061,1.0
516,1.0,0.9972617997767346,1.0
517,1.0,0.9873787884431571,1.0
518,0.0,0.014881372649290516,0.0
519,1.0,0.9849177126394315,1.0
520,1.0,0.9690500154593142,1.0
521,1.0,0.9793089830447539,1.0
522,1.0,0.9920046195804394,1.0
523,0.0,0.0015411367946728835,0.0
524,1.0,0.9931428156572548,1.0
525,1.0,0.9962388894157955,1.0
526,1.0,0.9955213363286066,1.0
527,1.0,0.9393090059947455,1.0
528,0.0,0.010120850368882094,0.0
529,0.0,0.007449601734542066,0.0
530,1.0,0.9769459747240677,1.0
531,0.0,0.007683905964537588,0.0
532,0.0,0.015683434300239413,0.0
533,1.0,0.9239562190749382,1.0
534,0.0,0.00261327445997717,0.0
535,0.0,0.002225411889957865,0.0
536,0.0,0.0019664996669348793,0.0
537,0.0,0.0016330982013849085,0.0
538,0.0,0.00238462799507679,0.0
539,1.0,0.9915711829766697,1.0
540,1.0,0.9939282320814189,1.0
541,0.0,0.028160802505932017,0.0
542,1.0,0.9635436587157696,1.0
543,1.0,0.9755991246541008,1.0
544,0.0,0.001284307903258306,0.0
545,1.0,0.991862079294005,1.0
546,1.0,0.9716010288127795,1.0
547,1.0,0.9650392674890415,1.0
548,0.0,0.0020511636842762693,0.0
549,1.0,0.9944272408276724,1.0
550,0.0,0.04038903665354612,0.0
551,0.0,0.0028214007531443775,0.0
552,1.0,0.9966909517492135,1.0
553,0.0,0.0038862870265319884,0.0
554,1.0,0.9870357567416425,1.0
555,0.0,0.2472747173056868,1.0
556,1.0,0.9834251666115601,1.0
557,1.0,0.8971099628787681,1.0
558,0.0,0.0025091722089749108,0.0
559,1.0,0.9964997806878605,1.0
560,0.0,0.005384776980539737,0.0
561,1.0,0.9946525948110567,1.0
562,1.0,0.9958192245066524,1.0
563,0.0,0.001797527809219469,0.0
564,0.0,0.0027046204068242583,0.0
565,0.0,0.0036671869380461466,0.0
566,1.0,0.9961840489760805,1.0
567,0.0,0.11099196059667651,0.0
568,0.0,0.0014653293549353047,0.0
569,1.0,0.9971773348409462,1.0
570,1.0,0.9808202154149745,1.0
571,0.0,0.007646749397916556,0.0
572,1.0,0.9619031039541754,1.0
573,0.0,0.0015152404099788633,0.0
574,1.0,0.9945319346983152,1.0
575,0.0,0.010426453153956327,0.0
576,0.0,0.007971282815502067,0.0
577,0.0,0.0029615058095127287,0.0
578,0.0,0.0018120412862989532,0.0
579,1.0,0.9975884616242989,1.0
580,1.0,0.959876582511662,1.0
581,1.0,0.9951724404369895,1.0
582,1.0,0.9978813480143636,1.0
583,0.0,0.021283022313016466,0.0
584,0.0,0.027006200730092685,0.0
585,0.0,0.0016330982013849085,0.0
586,0.0,0.019871509891571888,0.0
587,1.0,0.9378047057819395,0.0
588,1.0,0.9862171765864978,1.0
589,1.0,0.9927986616314258,1.0
590,0.0,0.0029205833910540473,0.0
591,0.0,0.005412224915421572,0.0
592,1.0,0.9964184400571198,1.0
593,0.0,0.0023189535124140234,0.0
594,0.0,0.0036722768171672322,0.0
595,1.0,0.9980344324910628,1.0
596,0.0,0.0021968038044109907,0.0
597,0.0,0.001765259372556397,0.0
598,1.0,0.9905429371598785,1.0
599,0.0,0.00798249548312387,0.0
600,1.0,0.9936453164510396,1.0
601,0.0,0.01091453861274157,0.0
602,0.0,0.003182009406794512,0.0
603,0.0,0.0016865831864259922,0.0
604,1.0,0.8509735709909354,1.0
605,1.0,0.9642129380211885,1.0
606,1.0,0.9850640108054705,1.0
607,0.0,0.05185762454356478,0.0
608,0.0,0.006131316828657052,0.0
609,1.0,0.9960407547619993,1.0
610,0.0,0.01018300332993244,0.0
611,0.0,0.006145749225224069,0.0
612,1.0,0.9871230011197568,1.0
613,0.0,0.002216715353525548,0.0
614,0.0,0.003925087178096474,0.0
615,1.0,0.9922052125950284,1.0
616,1.0,0.994749998977834,1.0
617,1.0,0.9973512334107231,1.0
618,1.0,0.9956021557530381,1.0
619,1.0,0.9893209682035219,1.0
620,0.0,0.0027739169965973693,0.0
621,0.0,0.005754705000551945,0.0
622,0.0,0.00396284857858661,0.0
623,1.0,0.9983453309093546,1.0
624,1.0,0.9178779817135281,1.0
625,1.0,0.9957657772151695,1.0
626,0.0,0.017406933521466602,0.0
627,1.0,0.9820195407764107,1.0
628,0.0,0.015800992094730817,0.0
629,1.0,0.9553709542830807,1.0
630,1.0,0.9613139620827249,1.0
631,0.0,0.0030340318678150346,0.0
632,1.0,0.9774052089797726,1.0
633,0.0,0.23057169737587024,0.0
634,0.0,0.20997941121154567,0.0
635,1.0,0.9974819934680105,1.0
636,0.0,0.0031792393072361327,0.0
637,1.0,0.9972394806377767,1.0
638,0.0,0.001546049390204678,0.0
639,0.0,0.0013565781150158905,0.0
640,0.0,0.015087875574846792,0.0
641,1.0,0.9972150914716122,1.0
642,1.0,0.9923640591212806,1.0
643,1.0,0.9959554403046557,1.0
644,1.0,0.9873902590934799,1.0
645,1.0,0.9942385157419596,1.0
646,1.0,0.5750470871680411,0.0
647,0.0,0.021464056169711396,0.0
648,1.0,0.9972151435012824,1.0
649,1.0,0.5535346838266108,1.0
650,1.0,0.9397231535425661,1.0
651,1.0,0.9969846757231922,1.0
652,1.0,0.7011943952020198,0.0
653,0.0,0.0029202034911139196,0.0
654,0.0,0.012383140266435413,0.0
655,0.0,0.011256771161040686,0.0
656,0.0,0.004977039886475237,0.0
657,0.0,0.0038571209543213697,0.0
658,1.0,0.9962439045603974,1.0
659,0.0,0.013601086307172742,0.0
660,0.0,0.0013256072356010562,0.0
661,1.0,0.9957101340656201,1.0
662,0.0,0.0018146429087798185,0.0
663,0.0,0.00496952952007109,0.0
664,0.0,0.049982347466796494,0.0
665,0.0,0.017787969653786234,0.0
666,0.0,0.005266867031181027,0.0
667,0.0,0.003257388649675727,0.0
668,0.0,0.0025528703922529134,0.0
669,1.0,0.9883208203600241,1.0
670,1.0,0.9947466661991214,1.0
671,0.0,0.002035149537495502,0.0
672,1.0,0.9973701234142699,1.0
673,1.0,0.9320588890568159,1.0
674,0.0,0.00537564620556134,0.0
675,1.0,0.9964184400571198,1.0
676,1.0,0.9957674741393032,1.0
677,1.0,0.9714363263624656,1.0
678,1.0,0.9932194411257389,1.0
679,1.0,0.9984421290849737,1.0
680,0.0,0.2339686634696741,1.0
681,0.0,0.0016330982013849085,0.0
682,0.0,0.22912980343187617,1.0
683,1.0,0.9905877124283233,1.0
684,1.0,0.9906357909201031,1.0
685,0.0,0.14361187675890258,0.0
686,1.0,0.9867054221817416,1.0
687,1.0,0.975190122067792,1.0
688,0.0,0.004173975395096347,0.0
689,0.0,0.07020377922367722,0.0
690,1.0,0.992894630040533,1.0
691,0.0,0.0026507437710023146,0.0
692,0.0,0.0025798613186489316,0.0
693,1.0,0.744079813928345,0.0
694,1.0,0.985754458149135,1.0
695,0.0,0.0024560004592380524,0.0
696,0.0,0.021753882258040494,0.0
697,1.0,0.9733734108878519,1.0
698,0.0,0.0036578784526451655,0.0
699,0.0,0.0038184708953383586,0.0
700,1.0,0.9800943862674694,1.0
701,0.0,0.015002996817364793,0.0
702,0.0,0.0015200492122405265,0.0
703,1.0,0.9975047233668174,1.0
704,0.0,0.0016210576743636684,0.0
705,1.0,0.9377471976357209,1.0
706,1.0,0.811885723411448,0.0
707,0.0,0.002529779846921992,0.0
708,0.0,0.007595037443378622,0.0
709,0.0,0.11514944496630919,0.0
710,0.0,0.020207474121000546,0.0
711,1.0,0.6159546587911686,0.0
712,1.0,0.995607808197117,1.0
713,1.0,0.9644783778887489,1.0
714,1.0,0.9946385795264496,1.0
715,0.0,0.002641585229976215,0.0
716,0.0,0.012214062296976642,0.0
717,1.0,0.9536026655130412,1.0
718,0.0,0.0013399868727740146,0.0
719,1.0,0.9950508029717516,1.0
720,1.0,0.9935274797376582,1.0
721,0.0,0.020766171803207813,0.0
722,0.0,0.006152945219805532,0.0
723,0.0,0.005516087384691224,0.0
724,0.0,0.0026392375030364302,0.0
725,0.0,0.014319160102997448,0.0
726,1.0,0.9902368923879259,1.0
727,1.0,0.9897315911751682,1.0
728,1.0,0.9975030796771236,1.0
729,0.0,0.0014051379153438418,0.0
730,0.0,0.10729620895426369,0.0
731,0.0,0.003266713727041187,0.0
